iter	Passed	Remaining
228	4065	13687
229	4088	13687
230	4100	13650
231	4113	13616
232	4129	13592
233	4142	13561
234	4158	13538
235	4173	13509
236	4185	13474
237	4197	13438
238	4212	13412
239	4226	13383
240	4239	13351
241	4250	13313
242	4264	13283
243	4278	13255
244	4292	13228
245	4306	13198
246	4319	13167
247	4335	13146
248	4351	13123
249	4363	13091
250	4378	13066
251	4393	13040
252	4407	13012
253	4423	12990
254	4439	12968
255	4453	12943
256	4464	12907
257	4477	12877
258	4492	12853
259	4505	12824
260	4519	12797
261	4533	12770
262	4550	12751
263	4563	12722
264	4581	12708
265	4591	12670
266	4605	12644
267	4620	12619
268	4634	12593
269	4649	12569
270	4660	12535
271	4675	12514
272	4688	12486
273	4703	12463
274	4719	12441
275	4731	12412
276	4742	12378
277	4755	12349
278	4771	12331
279	4786	12308
280	4801	12286
281	4812	12253
282	4825	12225
283	4837	12195
284	4851	12170
285	4865	12146
286	4881	12127
287	4895	12103
288	4907	12073
289	4923	12054
290	4937	12029
291	4951	12006
292	4966	11983
293	4981	11963
294	4994	11936
295	5005	11904
296	5017	11876
297	5031	11853
298	5044	11827
299	5060	11808
300	5074	11784
301	5087	11759
302	5101	11735
303	5116	11714
304	5131	11694
305	5146	11671
306	5161	11651
307	5173	11623
308	5183	11592
309	5198	11569
310	5212	11547
311	5224	11521
312	5238	11497
313	5249	11469
314	5274	11470
315	5290	11451
316	5304	11429
317	5317	11403
318	5330	11379
319	5354	11379
320	5369	11357
321	5385	11340
322	5405	11330
323	5430	11330
324	5454	11329
325	5478	11326
326	5495	11309
327	5523	11316
328	5541	11302
329	5569	11308
330	5591	11301
331	5621	11310
332	5646	11309
333	5675	11317
334	5704	11323
335	5726	11315
336	5752	11316
337	5774	11309
338	5799	11307
339	5824	11305
340	5853	11312
341	5874	11302
342	5906	11313
343	5933	11315
344	5957	11309
345	5982	11307
346	6003	11297
347	6023	11284
348	6038	11264
349	6057	11249
350	6087	11255
351	6118	11262
352	6130	11236
353	6143	11210
354	6156	11185
355	6178	11177
356	6200	11168
357	6215	11145
358	6228	11121
359	6241	11095
360	6253	11069
361	6268	11047
362	6282	11025
363	6296	11002
364	6312	10982
365	6325	10958
366	6338	10932
367	6352	10909
368	6366	10887
369	6380	10864
370	6395	10842
371	6405	10813
372	6422	10795
373	6436	10773
374	6450	10750
375	6464	10728
376	6479	10707
377	6494	10686
378	6509	10665
379	6521	10640
380	6532	10613
381	6547	10591
382	6561	10570
383	6572	10543
384	6584	10518
385	6607	10509
386	6626	10497
387	6653	10495
388	6665	10470
389	6680	10449
390	6695	10427
391	6708	10405
392	6723	10384
393	6735	10359
394	6756	10348
395	6767	10322
396	6790	10314
397	6817	10312
398	6838	10301
399	6857	10285
400	6885	10285
401	6900	10264
402	6928	10263
403	6945	10246
404	6959	10224
405	6974	10204
406	6989	10183
407	7006	10165
408	7018	10142
409	7031	10119
410	7043	10094
411	7058	10073
412	7072	10052
413	7086	10030
414	7099	10007
415	7111	9984
416	7142	9985
417	7162	9972
418	7187	9966
419	7203	9947
420	7219	9928
421	7234	9909
422	7248	9888
423	7261	9865
424	7274	9841
425	7287	9819
426	7303	9800
427	7319	9782
428	7336	9764
429	7352	9745
430	7368	9727
431	7379	9702
432	7403	9694
433	7420	9676
434	7436	9659
435	7451	9638
436	7467	9620
437	7482	9600
438	7498	9582
439	7515	9564
440	7530	9544
441	7540	9519
442	7556	9500
443	7568	9477
444	7583	9458
445	7598	9438
446	7612	9417
447	7627	9397
448	7640	9375
449	7653	9353
450	7666	9332
451	7681	9312
452	7696	9293
453	7711	9273
454	7726	9254
455	7745	9240
456	7763	9224
457	7784	9211
458	7800	9194
459	7814	9173
460	7832	9157
461	7848	9139
462	7863	9120
463	7878	9100
464	7894	9083
465	7910	9064
466	7925	9045
467	7939	9025
468	7952	9003
469	7966	8983
470	7979	8962
471	7995	8944
472	8011	8926
473	8026	8906
474	8041	8887
475	8056	8869
476	8074	8853
477	8092	8837
478	8110	8821
479	8138	8816
480	8154	8799
481	8172	8783
482	8194	8771
483	8223	8767
484	8251	8762
485	8283	8760
486	8305	8749
487	8332	8742
488	8348	8723
489	8366	8708
490	8380	8687
491	8392	8665
492	8409	8648
493	8423	8627
494	8438	8608
495	8451	8588
496	8467	8570
497	8484	8552
498	8508	8542
499	8534	8534
500	8551	8516
501	8565	8497
502	8580	8477
503	8597	8461
504	8616	8446
505	8629	8425
506	8645	8406
507	8661	8389
508	8674	8367
509	8691	8350
510	8713	8338
511	8742	8332
512	8774	8329
513	8800	8321
514	8818	8304
515	8835	8287
516	8851	8269
517	8874	8257
518	8906	8254
519	8938	8250
520	8978	8254
521	9010	8250
522	9039	8244
523	9078	8246
524	9120	8251
525	9153	8248
526	9183	8242
527	9212	8235
528	9232	8220
529	9262	8214
530	9285	8201
531	9298	8179
532	9312	8159
533	9326	8139
534	9340	8118
535	9351	8095
536	9364	8073
537	9378	8053
538	9397	8037
539	9411	8017
540	9428	7999
541	9441	7977
542	9455	7957
543	9468	7937
544	9482	7916
545	9495	7895
546	9509	7875
547	9523	7854
548	9538	7835
549	9551	7815
550	9563	7793
551	9576	7772
552	9593	7754
553	9607	7734
554	9621	7714
555	9635	7694
556	9648	7673
557	9661	7653
558	9675	7632
559	9690	7613
560	9705	7594
561	9727	7581
562	9740	7560
563	9752	7539
564	9773	7524
565	9787	7505
566	9807	7489
567	9839	7483
568	9862	7470
569	9874	7449
570	9888	7429
571	9903	7409
572	9915	7389
573	9929	7369
574	9943	7349
575	9954	7327
576	9975	7313
577	9998	7299
578	10019	7285
579	10033	7265
580	10047	7246
581	10074	7235
582	10092	7218
583	10119	7208
584	10145	7197
585	10173	7187
586	10200	7177
587	10232	7169
588	10260	7160
589	10288	7149
590	10301	7129
591	10316	7110
592	10330	7090
593	10343	7069
594	10356	7049
595	10368	7028
596	10383	7009
597	10398	6990
598	10412	6970
599	10427	6951
600	10442	6932
601	10455	6912
602	10466	6891
603	10481	6871
604	10494	6852
605	10508	6832
606	10523	6813
607	10539	6795
608	10551	6774
609	10562	6753
610	10579	6735
611	10593	6716
612	10606	6695
613	10619	6676
614	10635	6658
615	10656	6642
616	10671	6624
617	10685	6604
618	10697	6584
619	10710	6564
620	10726	6546
621	10740	6527
622	10755	6508
623	10768	6488
624	10780	6468
625	10794	6448
626	10809	6430
627	10824	6411
628	10839	6393
629	10854	6374
630	10869	6356
631	10882	6336
632	10895	6317
633	10908	6297
634	10924	6279
635	10939	6260
636	10954	6242
637	10970	6224
638	10985	6206
639	11000	6187
640	11014	6169
641	11026	6148
642	11039	6129
643	11054	6110
644	11069	6092
645	11084	6074
646	11096	6054
647	11107	6033
648	11121	6014
649	11136	5996
650	11149	5976
651	11162	5957
652	11177	5939
653	11190	5920
654	11204	5901
655	11218	5882
656	11232	5864
657	11248	5846
658	11264	5828
659	11278	5809
660	11288	5789
661	11304	5771
662	11318	5753
663	11334	5735
664	11351	5718
665	11366	5700
666	11379	5681
667	11394	5663
668	11404	5642
669	11421	5625
670	11432	5605
671	11447	5587
672	11462	5569
673	11475	5550
674	11491	5532
675	11503	5513
676	11515	5494
677	11529	5475
678	11542	5456
679	11555	5437
680	11569	5419
681	11581	5400
682	11596	5382
683	11611	5364
684	11626	5346
685	11638	5327
686	11648	5307
687	11662	5288
688	11680	5272
689	11708	5260
690	11747	5253
691	11809	5256
692	11851	5250
693	11868	5232
694	11880	5213
695	11893	5195
696	11907	5176
697	11921	5158
698	11937	5140
699	11948	5120
700	11970	5105
701	11988	5089
702	12004	5071
703	12023	5055
704	12047	5041
705	12061	5022
706	12092	5011
707	12123	5000
708	12149	4986
709	12172	4972
710	12198	4958
711	12219	4942
712	12249	4930
713	12287	4922
714	12316	4909
715	12346	4897
716	12373	4883
717	12401	4870
718	12430	4858
719	12455	4843
720	12481	4829
721	12507	4816
722	12534	4802
723	12562	4788
724	12598	4778
725	12626	4765
726	12649	4750
727	12678	4736
728	12694	4719
729	12725	4706
730	12751	4692
731	12783	4680
732	12808	4665
733	12833	4650
734	12863	4637
735	12897	4626
736	12924	4612
737	12944	4595
738	12961	4577
739	12986	4562
740	13007	4546
741	13030	4530
742	13056	4516
743	13084	4502
744	13115	4489
745	13139	4473
746	13163	4458
747	13187	4442
748	13215	4428
749	13245	4415
750	13269	4399
751	13295	4384
752	13321	4369
753	13346	4354
754	13374	4339
755	13401	4325
756	13428	4310
757	13452	4294
758	13476	4279
759	13500	4263
760	13523	4247
761	13547	4231
762	13577	4217
763	13601	4201
764	13623	4184
765	13652	4170
766	13669	4152
767	13694	4137
768	13724	4122
769	13749	4106
770	13776	4091
771	13807	4077
772	13844	4065
773	13862	4047
774	13889	4032
775	13916	4017
776	13936	3999
777	13949	3980
778	13975	3964
779	14006	3950
780	14039	3936
781	14064	3920
782	14096	3906
783	14120	3890
784	14141	3873
785	14173	3858
786	14198	3842
787	14224	3826
788	14249	3810
789	14281	3796
790	14292	3776
791	14305	3757
792	14319	3737
793	14333	3718
794	14349	3700
795	14379	3685
796	14406	3669
797	14434	3653
798	14458	3637
799	14484	3621
800	14499	3602
801	14517	3584
802	14546	3568
803	14563	3550
804	14593	3535
805	14619	3518
806	14646	3502
807	14668	3485
808	14682	3466
809	14697	3447
810	14711	3428
811	14726	3409
812	14752	3393
813	14775	3376
814	14787	3356
815	14809	3339
816	14834	3322
817	14856	3305
818	14883	3289
819	14908	3272
820	14918	3252
821	14932	3233
822	14944	3214
823	14955	3194
824	14965	3174
825	14979	3155
826	14993	3136
827	15002	3116
828	15015	3097
829	15029	3078
830	15043	3059
831	15057	3040
832	15070	3021
833	15088	3003
834	15101	2984
835	15113	2964
836	15127	2946
837	15140	2926
838	15152	2907
839	15164	2888
840	15177	2869
841	15192	2850
842	15204	2831
843	15216	2812
844	15229	2793
845	15243	2774
846	15258	2756
847	15274	2737
848	15288	2719
849	15299	2699
850	15311	2680
851	15325	2662
852	15338	2643
853	15352	2624
854	15367	2606
855	15376	2586
856	15391	2568
857	15419	2551
858	15438	2534
859	15458	2516
860	15473	2498
861	15489	2479
862	15503	2461
863	15518	2442
864	15535	2424
865	15552	2406
866	15567	2388
867	15578	2369
868	15593	2350
869	15616	2333
870	15632	2315
871	15653	2297
872	15667	2279
873	15682	2260
874	15696	2242
875	15710	2223
876	15727	2205
877	15745	2187
878	15757	2169
879	15770	2150
880	15784	2132
881	15798	2113
882	15811	2095
883	15826	2076
884	15841	2058
885	15854	2039
886	15868	2021
887	15881	2003
888	15893	1984
889	15905	1965
890	15917	1947
891	15932	1928
892	15946	1910
893	15965	1893
894	15988	1875
895	15999	1857
896	16017	1839
897	16032	1821
898	16047	1802
899	16065	1785
900	16081	1767
901	16096	1748
902	16110	1730
903	16126	1712
904	16140	1694
905	16163	1677
906	16177	1658
907	16192	1640
908	16210	1622
909	16226	1604
910	16246	1587
911	16266	1569
912	16279	1551
913	16297	1533
914	16311	1515
915	16331	1497
916	16354	1480
917	16372	1462
918	16386	1444
919	16404	1426
920	16415	1408
921	16432	1390
922	16449	1372
923	16461	1353
924	16485	1336
925	16509	1319
926	16539	1302
927	16555	1284
928	16567	1266
929	16585	1248
930	16596	1230
931	16615	1212
932	16635	1194
933	16649	1176
934	16669	1158
935	16686	1140
936	16702	1123
937	16723	1105
938	16738	1087
939	16758	1069
940	16772	1051
941	16786	1033
942	16800	1015
943	16821	997
944	16837	979
945	16850	961
946	16861	943
947	16872	925
948	16886	907
949	16900	889
950	16911	871
951	16922	853
952	16936	835
953	16950	817
954	16963	799
955	16973	781
956	16987	763
957	17000	745
958	17013	727
959	17026	709
960	17038	691
961	17053	673
962	17067	655
963	17093	638
964	17107	620
965	17119	602
966	17134	584
967	17148	566
968	17167	549
969	17192	531
970	17207	513
971	17226	496
972	17239	478
973	17260	460
974	17279	443
975	17299	425
976	17319	407
977	17332	389
978	17352	372
979	17371	354
980	17388	336
981	17408	319
982	17419	301
983	17442	283
984	17460	265
985	17475	248
986	17490	230
987	17505	212
988	17517	194
989	17532	177
990	17556	159
991	17573	141
992	17587	123
993	17599	106
994	17614	88
995	17631	70
996	17645	53
997	17660	35
998	17675	17
999	17690	0
