iter	Logloss
194	0.06668337634
195	0.06632362671
196	0.0658622536
197	0.06547857439
198	0.0648165791
199	0.06453027962
200	0.06411868235
201	0.06390933914
202	0.06332075888
203	0.06296388162
204	0.06249143112
205	0.06214952435
206	0.06190625955
207	0.06143450083
208	0.0609316654
209	0.06053300014
210	0.06022938711
211	0.05994441254
212	0.05946218339
213	0.05916551265
214	0.05870246698
215	0.05825221729
216	0.05790954099
217	0.05768700692
218	0.05731697424
219	0.05692937203
220	0.05657812856
221	0.05620340175
222	0.05586264341
223	0.05553690237
224	0.05520232587
225	0.05482080671
226	0.05435423395
227	0.05415931283
228	0.05381046315
229	0.05341239963
230	0.05305132551
231	0.05273333167
232	0.05238063663
233	0.05190641425
234	0.05164674959
235	0.05132971402
236	0.05105272547
237	0.05074093202
238	0.05038135742
239	0.05018718569
240	0.04988829809
241	0.04961572005
242	0.0494363432
243	0.0491272528
244	0.04886855396
245	0.04857882857
246	0.04829458073
247	0.04794967142
248	0.04772847547
249	0.04749506864
250	0.04731498757
251	0.04706941477
252	0.04677137234
253	0.04655079279
254	0.04624477008
255	0.04610033237
256	0.04594327705
257	0.04563348329
258	0.04533124523
259	0.04515679753
260	0.04490273872
261	0.04463110829
262	0.04439199046
263	0.0441324304
264	0.0438462298
265	0.04367928003
266	0.04351721913
267	0.04322600983
268	0.04294787578
269	0.04270870626
270	0.04254455489
271	0.04228058864
272	0.0420647155
273	0.04188390651
274	0.0417408454
275	0.04158121122
276	0.04131639046
277	0.04115373589
278	0.04095904277
279	0.04075806321
280	0.0405590787
281	0.04042293062
282	0.04027878283
283	0.04004463545
284	0.0398906771
285	0.03966047929
286	0.03946706918
287	0.03929791781
288	0.03908963171
289	0.0389307138
290	0.03872120886
291	0.03840406525
292	0.03823986529
293	0.03808930176
294	0.03793369678
295	0.03783284538
296	0.03768207429
297	0.03746231547
298	0.03723886753
299	0.03697836721
300	0.03678039048
301	0.03662389962
302	0.03646659795
303	0.03628118873
304	0.03606723174
305	0.03591809647
306	0.03577434345
307	0.03561189244
308	0.03544060343
309	0.03529334894
310	0.03516103968
311	0.03502830904
312	0.03486823435
313	0.03471406354
314	0.03453256804
315	0.03429204967
316	0.03413224368
317	0.03397131895
318	0.03384152276
319	0.03366784935
320	0.03351819772
321	0.03339723282
322	0.03326743285
323	0.03309394124
324	0.0328842764
325	0.0327926856
326	0.032696065
327	0.03253761314
328	0.03236880386
329	0.03220613962
330	0.0320165844
331	0.03190665171
332	0.03176502597
333	0.03160399221
334	0.03145197214
335	0.03131625598
336	0.03118135628
337	0.03105403964
338	0.0309533169
339	0.03081167459
340	0.03064901201
341	0.03048105995
342	0.03035914125
343	0.03022699149
344	0.0300966068
345	0.02997824591
346	0.0298144855
347	0.02970169319
348	0.02956113569
349	0.0294282314
350	0.02931099924
351	0.0291429445
352	0.02903545046
353	0.02887498439
354	0.02875545998
355	0.02864430248
356	0.02854399558
357	0.02839338485
358	0.02828195595
359	0.02817422215
360	0.02807181651
361	0.02798593174
362	0.02789106941
363	0.02780834113
364	0.0277404865
365	0.02763965929
366	0.0275192443
367	0.0274458509
368	0.02734434569
369	0.02725303919
370	0.02716898501
371	0.02710841855
372	0.02701878545
373	0.02693398486
374	0.0267972654
375	0.02670207272
376	0.02662007194
377	0.02650310133
378	0.02637925346
379	0.02631346479
380	0.02624331026
381	0.0261478679
382	0.02603154473
383	0.02589661825
384	0.02577813471
385	0.02565733387
386	0.02554799517
387	0.02546868223
388	0.02536566453
389	0.02527907725
390	0.02517004298
391	0.02511947448
392	0.02500950601
393	0.02494187797
394	0.02481025334
395	0.02472522481
396	0.02462045542
397	0.02452101339
398	0.02441912824
399	0.02427120614
400	0.02416809454
401	0.02407453434
402	0.02398788218
403	0.02391119501
404	0.02380607953
405	0.02369653896
406	0.02359675012
407	0.02349689842
408	0.02341028213
409	0.02334439018
410	0.02328913776
411	0.02318440184
412	0.02307353461
413	0.02301243091
414	0.02292308334
415	0.02284507209
416	0.02275181571
417	0.02267363147
418	0.0225958205
419	0.02253729384
420	0.02248220506
421	0.022393015
422	0.02233241093
423	0.02225799204
424	0.02221913645
425	0.02215407879
426	0.02209021974
427	0.02201898163
428	0.02192731954
429	0.02183419659
430	0.0217359652
431	0.02164856572
432	0.02158477861
433	0.0214714958
434	0.0214065043
435	0.02134731977
436	0.02126163943
437	0.02119026047
438	0.02110430116
439	0.02102343771
440	0.02095894445
441	0.02088035318
442	0.02079007983
443	0.02073531674
444	0.02066571072
445	0.02056599747
446	0.02048734898
447	0.02040510342
448	0.02037079484
449	0.02027305903
450	0.02022063259
451	0.02017183994
452	0.02012462789
453	0.02005014026
454	0.01995802722
455	0.01988647936
456	0.01981739775
457	0.01975579763
458	0.01970976156
459	0.01964611624
460	0.01958797441
461	0.01952978301
462	0.01943411105
463	0.01935873187
464	0.01929698085
465	0.01925217647
466	0.0191678476
467	0.01910558539
468	0.01903756075
469	0.01898792212
470	0.01893407146
471	0.01888823787
472	0.01882477154
473	0.0187546681
474	0.01870154895
475	0.0186375842
476	0.01857533104
477	0.01851326365
478	0.01844682967
479	0.01839823971
480	0.0183260807
481	0.01828689153
482	0.01823410477
483	0.01817259212
484	0.0181313619
485	0.01806465457
486	0.01803546005
487	0.01798800977
488	0.01793193374
489	0.01785594235
490	0.01781145229
491	0.01776395726
492	0.01771821114
493	0.01764821142
494	0.01758922949
495	0.01754127036
496	0.01749368928
497	0.01743435682
498	0.01736970376
499	0.01731935374
500	0.0172697526
501	0.01722146092
502	0.01716557881
503	0.01711126368
504	0.01705732895
505	0.01701867359
506	0.01697494175
507	0.01692958222
508	0.016871411
509	0.01681644285
510	0.01675840684
511	0.01670906435
512	0.01664819628
513	0.01659940039
514	0.01655291875
515	0.01651217412
516	0.01645669486
517	0.01639790688
518	0.01634451374
519	0.01630188307
520	0.01626117276
521	0.0161989876
522	0.01615017364
523	0.01611216355
524	0.01605703026
525	0.01601559927
526	0.01597491505
527	0.01594295745
528	0.0158833621
529	0.01584383709
530	0.01580143573
531	0.01576465073
532	0.01570953161
533	0.01567387195
534	0.01564135242
535	0.01559217833
536	0.01554025449
537	0.01548428052
538	0.01544102709
539	0.01539767691
540	0.01534747186
541	0.01531148538
542	0.01527325912
543	0.01523123459
544	0.01519153063
545	0.01515567204
546	0.01510570991
547	0.01506402878
548	0.01502099206
549	0.01497893613
550	0.01494400962
551	0.01491132018
552	0.01487660938
553	0.01483562216
554	0.014792117
555	0.01474749843
556	0.01469599683
557	0.0146509645
558	0.01461350596
559	0.01456854076
560	0.01452109274
561	0.01446452413
562	0.01443280813
563	0.01438571141
564	0.01435535735
565	0.01432070513
566	0.01427775478
567	0.01423206114
568	0.01419678721
569	0.0141639661
570	0.01412536889
571	0.01408002154
572	0.01404732525
573	0.01402106947
574	0.01399319688
575	0.01395995654
576	0.01392790077
577	0.01389610325
578	0.01386890185
579	0.01382830879
580	0.01379312979
581	0.01376745621
582	0.01374037439
583	0.01369982564
584	0.0136691211
585	0.01363850766
586	0.01360151597
587	0.01356577159
588	0.01352863319
589	0.01348901036
590	0.01345835939
591	0.01341985222
592	0.0133802485
593	0.01334220888
594	0.01330652361
595	0.01328231614
596	0.01324425876
597	0.01320974882
598	0.01317710815
599	0.01314217042
600	0.01311104072
601	0.01307151778
602	0.0130461555
603	0.01301697128
604	0.01298003089
605	0.01294732599
606	0.01291566066
607	0.01289289555
608	0.01286064184
609	0.01283415562
610	0.01279832209
611	0.01276369474
612	0.01273607799
613	0.0127053525
614	0.01267449851
615	0.01264574768
616	0.012609538
617	0.01257670147
618	0.01254023532
619	0.01250634643
620	0.01247189434
621	0.0124451501
622	0.01242010389
623	0.01238900602
624	0.01236276736
625	0.01232035898
626	0.01228721509
627	0.01226003196
628	0.01224035982
629	0.01221142904
630	0.01218845853
631	0.01215650564
632	0.0121250672
633	0.01209920931
634	0.01206830087
635	0.01203996327
636	0.01200986855
637	0.01198458929
638	0.01194960528
639	0.0119199704
640	0.01189914238
641	0.01187759782
642	0.01183858571
643	0.01181579125
644	0.01178399535
645	0.01176222494
646	0.01173894841
647	0.01170887829
648	0.01168190792
649	0.01165095726
650	0.01162558684
651	0.01159812039
652	0.01157584146
653	0.01155299854
654	0.01152396541
655	0.01149433024
656	0.01147242845
657	0.01144629999
658	0.01140935529
659	0.01138650965
660	0.01135984912
661	0.0113349445
662	0.0113050591
663	0.01128882528
664	0.01126517458
665	0.01124182912
666	0.0112188404
667	0.01119020687
668	0.01116513676
669	0.01114032754
670	0.01111742473
671	0.01109375744
672	0.0110708978
673	0.01105149418
674	0.0110246331
675	0.01100078837
676	0.01097732416
677	0.01095793488
678	0.01093783236
679	0.01091027406
680	0.01088435669
681	0.01085814423
682	0.01083509238
683	0.01081178597
684	0.01078826052
685	0.01076678421
686	0.0107471308
687	0.01072515842
688	0.01070626023
689	0.0106851375
690	0.01066357586
691	0.0106408448
692	0.0106189017
693	0.01059336842
694	0.01057263807
695	0.01054074651
696	0.01052110031
697	0.01049463369
698	0.01047334208
699	0.01045034021
700	0.0104298079
701	0.01040440542
702	0.01038551909
703	0.01036815993
704	0.0103463644
705	0.01032416352
706	0.01030208904
707	0.01028146213
708	0.01025911455
709	0.01023876052
710	0.01022205018
711	0.01020412302
712	0.01018680246
713	0.01016981015
714	0.01014653711
715	0.01012941527
716	0.01011012313
717	0.01009041438
718	0.01007343893
719	0.01005543417
720	0.0100354581
721	0.01001959008
722	0.01000293259
723	0.009981048538
724	0.009958948098
725	0.009942221239
726	0.009922396812
727	0.009900236285
728	0.009879602126
729	0.009859172508
730	0.00983811107
731	0.009819086647
732	0.009800199725
733	0.009784373175
734	0.009765248482
735	0.009748427945
736	0.009727040884
737	0.009706899703
738	0.009687992904
739	0.00966949555
740	0.009654163308
741	0.009637719461
742	0.009621122781
743	0.009601982064
744	0.009585387567
745	0.009570487715
746	0.009553832785
747	0.009536891626
748	0.009518481252
749	0.009501283157
750	0.009485298572
751	0.009466450835
752	0.009447323015
753	0.009427987004
754	0.009409115294
755	0.009392400505
756	0.009375762041
757	0.009360158614
758	0.009341450494
759	0.009323981738
760	0.009308437991
761	0.009291231921
762	0.00927698495
763	0.009263420205
764	0.009246851948
765	0.00923198946
766	0.009218718091
767	0.009204759969
768	0.009189928822
769	0.009174124082
770	0.009160299309
771	0.009146446811
772	0.009130004354
773	0.009116424303
774	0.00910200539
775	0.009083302412
776	0.009067642241
777	0.009053844182
778	0.009039496885
779	0.009023997788
780	0.009004403511
781	0.008988695862
782	0.008975982552
783	0.008960675091
784	0.008948213063
785	0.008934683508
786	0.008916189984
787	0.008903148807
788	0.008886028134
789	0.008868200305
790	0.008852130216
791	0.008839871325
792	0.008824741069
793	0.008812396625
794	0.008799053828
795	0.008783905619
796	0.008766486884
797	0.008753140302
798	0.008738820242
799	0.008724623705
800	0.008710024306
801	0.008696474757
802	0.008682819087
803	0.008665794179
804	0.008650671802
805	0.008638803313
806	0.008623628701
807	0.008608930872
808	0.008597323194
809	0.008584904171
810	0.008573216166
811	0.008560084288
812	0.008545607928
813	0.008533614415
814	0.008519323204
815	0.008507544246
816	0.008495717883
817	0.008479628134
818	0.008468280188
819	0.008454438752
820	0.008440910872
821	0.008428939477
822	0.00841483827
823	0.00840134972
824	0.008387788511
825	0.008373433962
826	0.008362368731
827	0.008346576615
828	0.008335524058
829	0.008319833775
830	0.008308225017
831	0.008294993251
832	0.008281167233
833	0.00826981021
834	0.008254367297
835	0.008239514958
836	0.008225719623
837	0.008214647606
838	0.00820399537
839	0.008190521981
840	0.008175376307
841	0.008164485796
842	0.008149435726
843	0.008138902275
844	0.008127692479
845	0.008113647805
846	0.008102607911
847	0.008091727864
848	0.008077302289
849	0.008064200329
850	0.008051145107
851	0.008038136354
852	0.008027331492
853	0.008016425703
854	0.008005763465
855	0.007994804333
856	0.007982473621
857	0.007972368391
858	0.007961831299
859	0.007947517563
860	0.00793484788
861	0.007922892456
862	0.007912115545
863	0.007899389214
864	0.007889537673
865	0.007879803567
866	0.007869392073
867	0.007858557904
868	0.007846991872
869	0.007837328768
870	0.007827707148
871	0.007815426134
872	0.007803723931
873	0.007790305305
874	0.007780279002
875	0.007770722038
876	0.007758451454
877	0.007744860208
878	0.007735348756
879	0.007721260656
880	0.007711806359
881	0.007702375655
882	0.007692968454
883	0.007683187593
884	0.007670029444
885	0.007658717019
886	0.007647126079
887	0.007634721527
888	0.007625478318
889	0.007615826001
890	0.007604218865
891	0.00759386465
892	0.007584291808
893	0.007574728825
894	0.007562681176
895	0.007551408373
896	0.00754162313
897	0.007532086195
898	0.007522352441
899	0.007511521578
900	0.007501841999
901	0.007492534102
902	0.007483633074
903	0.007474436728
904	0.007465578948
905	0.007456017614
906	0.00744470924
907	0.007435922322
908	0.007425275193
909	0.00741281682
910	0.007403603825
911	0.007393213554
912	0.007384547691
913	0.007374411467
914	0.007365129527
915	0.007356529904
916	0.007347574619
917	0.00733860644
918	0.007328995551
919	0.007320480219
920	0.007311985039
921	0.007303509938
922	0.00729300571
923	0.007284575105
924	0.007276164349
925	0.00726777337
926	0.007257604935
927	0.007248854261
928	0.007239869695
929	0.007231562557
930	0.007223307817
931	0.007213325835
932	0.007201554888
933	0.007193335684
934	0.007182842331
935	0.00717117243
936	0.007163022329
937	0.007152776199
938	0.007144790453
939	0.00713670092
940	0.007128630038
941	0.00712057774
942	0.00711082265
943	0.007100728884
944	0.0070927707
945	0.007084800007
946	0.007076456838
947	0.00706852311
948	0.007060607493
949	0.007052797101
950	0.00704497911
951	0.007036729174
952	0.007028498664
953	0.00701982829
954	0.007012021695
955	0.007002205319
956	0.006993796857
957	0.006986048643
958	0.006978317903
959	0.006970604579
960	0.006962272786
961	0.006954214468
962	0.006944561174
963	0.006936922867
964	0.006929301661
965	0.006919719734
966	0.006911132719
967	0.006901603243
968	0.006894059833
969	0.006884579793
970	0.006873844373
971	0.006864562403
972	0.00685709982
973	0.006847727084
974	0.006840301476
975	0.006832892255
976	0.006824889356
977	0.006817513874
978	0.006810154612
979	0.006802811516
980	0.006793588436
981	0.006784248489
982	0.006776987616
983	0.006767838828
984	0.006759094325
985	0.006751861665
986	0.006744644752
987	0.006735586627
988	0.006725310856
989	0.00671815051
990	0.006711005675
991	0.006702410301
992	0.006692235431
993	0.006685145463
994	0.006678070776
995	0.006667969269
996	0.006659989007
997	0.006652967099
998	0.006645960253
999	0.00663717108
